freq,db,phaseDeg
47900000000,-5.55118939085051,-152.607830087102
48000000000,-5.58675924292937,-152.804980015378
48100000000,-5.62231162902031,-153.001538283156
48200000000,-5.65784639718643,-153.197507204551
48300000000,-5.69336339741878,-153.392889084041
48400000000,-5.72886248161681,-153.587686216487
48500000000,-5.76434350356905,-153.781900887162
48600000000,-5.79980631893391,-153.975535371783
48700000000,-5.83525078522077,-154.168591936531
48800000000,-5.87067676177116,-154.361072838084
48900000000,-5.90608410974021,-154.552980323644
49000000000,-5.94147269207825,-154.744316630966
49100000000,-5.9768423735126,-154.935083988383
49200000000,-6.01219302052949,-155.12528461484
49300000000,-6.04752450135627,-155.314920719918
49400000000,-6.08283668594371,-155.503994503865
49500000000,-6.11812944594852,-155.692508157627
49600000000,-6.15340265471601,-155.880463862873
49700000000,-6.18865618726294,-156.06786379203
49800000000,-6.22388992026058,-156.254710108306
49900000000,-6.25910373201787,-156.441004965726
50000000000,-6.2942975024648,-156.626750509159
